x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.27237,0.94541,0.0,0.19357,0.9012,-0.02901,0.1286,0.80674,-0.04137,0.1563,0.73883,-0.0512,0.21633,0.69473,-0.06431,0.14041,0.61292,-0.02959,0.07985,0.49837,-0.05136,0.04654,0.4154,-0.06672,0.02084,0.33926,-0.08214,0.19891,0.59235,-0.04484,0.18106,0.43893,-0.06596,0.17272,0.33782,-0.08555,0.16947,0.25297,-0.09992,0.25228,0.61669,-0.0652,0.24088,0.50022,-0.10945,0.22198,0.4027,-0.15137,0.2128,0.31438,-0.18001,0.29911,0.6744,-0.08615,0.24742,0.67512,-0.14365,0.21431,0.7505,-0.16748,0.19666,0.81878,-0.18133
0.47473,0.71752,0.0,0.50894,0.62046,-0.01325,0.5009,0.52508,-0.02906,0.47563,0.44669,-0.03876,0.45847,0.39778,-0.05027,0.46239,0.49337,-0.07661,0.44231,0.34729,-0.10339,0.43063,0.26435,-0.11779,0.41688,0.20019,-0.12527,0.41073,0.51731,-0.07448,0.38556,0.35976,-0.09363,0.36619,0.27064,-0.09753,0.34535,0.20421,-0.10083,0.36716,0.54656,-0.06817,0.35254,0.40748,-0.07519,0.34683,0.32735,-0.07328,0.34091,0.27533,-0.07456,0.33721,0.58124,-0.06199,0.33383,0.48109,-0.06532,0.34018,0.43488,-0.05977,0.34443,0.40555,-0.05592
0.37572,0.78889,0.0,0.40638,0.67195,-0.02945,0.38944,0.56487,-0.0252,0.35155,0.51542,-0.00037,0.31425,0.49961,0.03251,0.30302,0.55167,-0.08884,0.26293,0.40982,-0.09911,0.23733,0.33476,-0.10474,0.21235,0.27343,-0.10631,0.26023,0.59076,-0.05427,0.18731,0.45023,-0.06036,0.14892,0.36993,-0.06295,0.11729,0.31864,-0.06623,0.24103,0.62482,-0.01204,0.24776,0.52811,0.00628,0.28228,0.53853,0.02252,0.30171,0.56179,0.03292,0.23761,0.65333,0.02762,0.25297,0.58186,0.05481,0.28283,0.58998,0.07334,0.30255,0.61349,0.08577
0.53119,0.8173,0.0,0.47544,0.77598,-0.02685,0.43351,0.67655,-0.03471,0.452,0.5978,-0.04005,0.50141,0.55249,-0.04798,0.44735,0.54057,-0.01585,0.4169,0.43345,-0.02971,0.40359,0.36075,-0.04117,0.39149,0.29691,-0.05277,0.49344,0.53086,-0.02413,0.48518,0.40393,-0.03849,0.47993,0.32012,-0.05454,0.47449,0.24562,-0.06649,0.53477,0.54856,-0.0369,0.52486,0.44152,-0.07204,0.50611,0.35782,-0.10601,0.49497,0.27995,-0.1294,0.57272,0.58794,-0.05046,0.53522,0.55982,-0.09759,0.50567,0.61879,-0.11572,0.48996,0.67684,-0.12595
0.54996,0.97525,0.0,0.48455,0.92215,-0.05095,0.45776,0.80233,-0.06654,0.51352,0.71477,-0.07414,0.58472,0.65215,-0.08349,0.45405,0.55322,-0.03131,0.42693,0.37968,-0.05053,0.41581,0.27189,-0.06694,0.40386,0.17641,-0.0819,0.52014,0.53542,-0.03624,0.51884,0.34823,-0.05129,0.51926,0.23059,-0.07183,0.51567,0.12882,-0.08588,0.57305,0.56549,-0.04851,0.59829,0.40871,-0.09185,0.60664,0.28539,-0.14051,0.61336,0.17289,-0.17399,0.61937,0.63721,-0.06327,0.62003,0.61718,-0.12462,0.6051,0.70594,-0.14843,0.59797,0.79125,-0.16005
0.50328,0.90251,0.0,0.45238,0.81522,-0.03249,0.45171,0.68656,-0.04028,0.51628,0.64004,-0.04499,0.58574,0.63465,-0.05268,0.52639,0.50472,-0.01551,0.54697,0.35745,-0.02941,0.567,0.26689,-0.04212,0.58149,0.18673,-0.05577,0.58656,0.52793,-0.02712,0.64205,0.37939,-0.03945,0.67782,0.28833,-0.05734,0.7054,0.20717,-0.07132,0.6218,0.58315,-0.04485,0.68211,0.46436,-0.0812,0.7163,0.37191,-0.12212,0.74766,0.28747,-0.15161,0.63977,0.66633,-0.06401,0.63706,0.62802,-0.11591,0.59163,0.67926,-0.13665,0.55406,0.73076,-0.14898
0.5132,0.85391,0.0,0.44144,0.83128,-0.02449,0.3809,0.73877,-0.02759,0.40085,0.65829,-0.029,0.44241,0.59633,-0.03373,0.33752,0.56673,-0.00599,0.28007,0.45395,-0.01672,0.25186,0.37752,-0.02707,0.22625,0.31174,-0.03835,0.38857,0.53143,-0.01734,0.35275,0.38936,-0.02727,0.33342,0.30436,-0.04259,0.31421,0.23152,-0.05392,0.43961,0.53451,-0.03406,0.41683,0.40976,-0.0668,0.38808,0.32501,-0.10386,0.36282,0.24381,-0.13023,0.49146,0.56924,-0.05162,0.46656,0.54986,-0.09806,0.46256,0.62691,-0.11582,0.46588,0.69424,-0.12597
0.55294,0.87243,0.0,0.48855,0.82403,-0.03099,0.45328,0.7211,-0.04153,0.48754,0.65323,-0.04953,0.54109,0.60573,-0.06073,0.44979,0.53257,-0.02218,0.42465,0.39002,-0.03934,0.4144,0.30122,-0.0531,0.4036,0.22356,-0.0665,0.50274,0.51586,-0.03406,0.48391,0.35642,-0.05032,0.47247,0.25242,-0.07052,0.46089,0.16469,-0.08557,0.55175,0.53775,-0.05096,0.56146,0.40903,-0.08967,0.55703,0.30774,-0.13181,0.55542,0.2186,-0.16192,0.59706,0.59159,-0.06893,0.57922,0.57821,-0.12266,0.55674,0.65069,-0.14542,0.54297,0.71868,-0.15878
0.58488,0.84257,0.0,0.52425,0.78827,-0.03013,0.4996,0.67262,-0.03529,0.53967,0.60367,-0.03659,0.59506,0.56355,-0.04011,0.51096,0.48385,-0.01356,0.49034,0.35016,-0.02736,0.4848,0.26485,-0.03936,0.47871,0.19015,-0.05119,0.56895,0.47849,-0.02398,0.58148,0.32508,-0.03713,0.59078,0.22828,-0.05322,0.59525,0.14376,-0.06443,0.61336,0.50995,-0.04043,0.63854,0.37982,-0.07827,0.64669,0.28216,-0.11723,0.65377,0.19041,-0.14328,0.64854,0.57436,-0.05785,0.64025,0.5364,-0.10814,0.61412,0.60365,-0.12611,0.59371,0.66888,-0.1354
0.53287,0.76887,0.0,0.47713,0.72926,-0.02394,0.4435,0.62593,-0.02842,0.47015,0.54362,-0.0307,0.51917,0.4984,-0.03546,0.45131,0.47244,-0.00382,0.42927,0.3646,-0.01253,0.42157,0.29481,-0.02185,0.41407,0.23345,-0.03269,0.49915,0.46164,-0.01342,0.50122,0.33286,-0.02273,0.50341,0.25461,-0.03608,0.5051,0.18595,-0.04639,0.54092,0.48347,-0.0281,0.54895,0.36138,-0.06046,0.54298,0.27783,-0.09193,0.54251,0.19922,-0.11391,0.57811,0.5314,-0.04323,0.55383,0.48653,-0.08785,0.53234,0.54671,-0.10199,0.52326,0.60418,-0.1096
0.51762,0.6591,0.0,0.45922,0.61061,-0.02466,0.43119,0.49895,-0.02985,0.45829,0.40886,-0.03282,0.50403,0.35374,-0.03775,0.43512,0.34544,-0.00365,0.41266,0.22827,-0.01257,0.40499,0.15432,-0.02167,0.39784,0.0887,-0.03213,0.48623,0.33729,-0.01365,0.48934,0.19698,-0.02501,0.49355,0.11311,-0.03834,0.49601,0.03843,-0.04784,0.53011,0.36246,-0.02892,0.54162,0.22524,-0.06416,0.53817,0.13388,-0.09599,0.53814,0.04845,-0.11709,0.56979,0.41566,-0.04435,0.55011,0.3545,-0.09069,0.52389,0.41231,-0.10382,0.50896,0.47269,-0.10993
0.58105,0.84647,0.0,0.52971,0.79921,-0.02082,0.50495,0.69916,-0.02286,0.53804,0.6397,-0.0229,0.5842,0.61042,-0.02521,0.51115,0.55403,-0.006,0.49263,0.44598,-0.01498,0.4859,0.37818,-0.0239,0.47677,0.3188,-0.03326,0.5587,0.54943,-0.01648,0.56479,0.42132,-0.02551,0.56931,0.34297,-0.03793,0.57015,0.27334,-0.04665,0.59701,0.5758,-0.03151,0.60852,0.46385,-0.06101,0.60894,0.38438,-0.0912,0.60994,0.30814,-0.11104,0.62967,0.62967,-0.047,0.6193,0.58288,-0.08515,0.59899,0.63688,-0.09588,0.58502,0.69282,-0.10079
0.53883,0.95955,0.0,0.47283,0.90781,-0.04182,0.43258,0.79421,-0.05539,0.47241,0.70994,-0.06337,0.52902,0.64205,-0.07392,0.41588,0.56029,-0.03714,0.38228,0.39765,-0.05853,0.36523,0.29115,-0.07306,0.35005,0.19876,-0.0873,0.48384,0.53967,-0.04666,0.4898,0.35586,-0.06567,0.49409,0.2346,-0.08549,0.49923,0.1299,-0.0999,0.5402,0.57117,-0.0622,0.55506,0.43957,-0.10699,0.55197,0.32333,-0.15586,0.55635,0.21731,-0.19061,0.58736,0.64055,-0.07934,0.56014,0.65755,-0.14416,0.5266,0.73731,-0.17564,0.50737,0.80378,-0.19392
0.56028,0.87836,0.0,0.50482,0.83301,-0.01952,0.47905,0.73355,-0.02197,0.50327,0.66815,-0.02274,0.53242,0.61605,-0.0255,0.47908,0.5737,-0.00621,0.45527,0.46283,-0.01494,0.44787,0.38998,-0.02204,0.44055,0.32534,-0.03041,0.52833,0.56941,-0.0173,0.5356,0.43619,-0.03073,0.53983,0.35728,-0.04459,0.54142,0.28397,-0.05337,0.5685,0.59563,-0.03252,0.57297,0.48999,-0.06676,0.5659,0.40722,-0.09781,0.56388,0.32655,-0.11788,0.6002,0.64787,-0.04786,0.57525,0.62242,-0.0911,0.54947,0.68329,-0.10506,0.53657,0.74015,-0.11167
0.5874,1.14918,0.0,0.51881,1.08358,-0.12158,0.50192,0.95448,-0.18,0.59481,0.86213,-0.22042,0.69105,0.80988,-0.26396,0.47505,0.6141,-0.12207,0.43854,0.37324,-0.18042,0.42688,0.20593,-0.22274,0.41623,0.05847,-0.25701,0.57893,0.59702,-0.11616,0.61038,0.32734,-0.16868,0.63998,0.14005,-0.21762,0.6618,-0.0322,-0.25095,0.65874,0.65895,-0.12197,0.7047,0.45484,-0.20579,0.72598,0.28135,-0.28257,0.74383,0.11209,-0.33367,0.72691,0.77654,-0.13414,0.72325,0.74604,-0.23351,0.68989,0.83361,-0.27308,0.67025,0.91316,-0.29403
0.58761,0.92945,0.0,0.52367,0.86563,-0.02179,0.49961,0.72516,-0.0212,0.53547,0.63074,-0.0182,0.58679,0.57099,-0.01747,0.50411,0.57184,0.00245,0.48348,0.43705,-0.00236,0.47892,0.34911,-0.00681,0.4743,0.27287,-0.01445,0.56119,0.5674,-0.01006,0.57565,0.40683,-0.02266,0.58935,0.30887,-0.03623,0.59886,0.22528,-0.04426,0.60872,0.59508,-0.02779,0.62424,0.45279,-0.06835,0.628,0.3445,-0.10553,0.63543,0.24488,-0.12914,0.64894,0.65157,-0.04512,0.62059,0.60532,-0.09802,0.58793,0.6812,-0.11395,0.57198,0.75738,-0.12112
0.56995,0.94571,0.0,0.51636,0.88942,-0.06338,0.50003,0.77822,-0.08368,0.56404,0.6956,-0.09426,0.63565,0.64499,-0.10549,0.47126,0.54383,-0.04645,0.42791,0.37214,-0.07225,0.4076,0.26314,-0.09306,0.38554,0.16657,-0.11073,0.53843,0.52525,-0.04752,0.53732,0.33505,-0.06718,0.53911,0.21252,-0.09154,0.53434,0.10939,-0.10943,0.59069,0.56062,-0.05685,0.6212,0.41778,-0.09773,0.63123,0.30273,-0.14424,0.63494,0.19363,-0.17702,0.63499,0.63381,-0.07034,0.63863,0.59974,-0.12268,0.6191,0.66074,-0.14297,0.6019,0.72014,-0.15448
0.62631,1.04545,0.0,0.56704,0.97176,-0.08693,0.5625,0.82364,-0.1154,0.65905,0.7405,-0.13005,0.7498,0.68812,-0.14792,0.52738,0.53452,-0.07477,0.48948,0.31392,-0.11037,0.47554,0.16823,-0.13424,0.462,0.04129,-0.15489,0.61364,0.51473,-0.07558,0.64031,0.2701,-0.10508,0.66457,0.10635,-0.13773,0.68338,-0.03426,-0.16005,0.6797,0.56771,-0.08655,0.73924,0.40092,-0.1522,0.77153,0.23994,-0.22656,0.80216,0.08841,-0.27814,0.73135,0.67316,-0.10168,0.7394,0.69533,-0.1922,0.7073,0.80677,-0.23414,0.68794,0.90342,-0.25783
0.51636,0.74952,0.0,0.4639,0.70545,-0.01776,0.4368,0.59342,-0.01688,0.46346,0.50813,-0.0151,0.50959,0.46571,-0.01487,0.44651,0.49743,0.00326,0.42783,0.39764,0.00154,0.42136,0.33608,-0.00183,0.41517,0.28433,-0.00769,0.49056,0.49266,-0.00402,0.49955,0.37256,-0.00704,0.50322,0.30239,-0.01482,0.50444,0.24537,-0.02071,0.53076,0.51128,-0.01542,0.5324,0.39942,-0.03632,0.51997,0.32756,-0.05888,0.51503,0.26613,-0.07458,0.56492,0.54773,-0.02758,0.53453,0.49731,-0.05826,0.5063,0.53836,-0.06747,0.49266,0.58562,-0.07224
0.58711,0.77334,0.0,0.61644,0.65615,0.01173,0.59005,0.55543,0.00502,0.53745,0.51935,-0.00053,0.48625,0.50538,-0.01032,0.5989,0.51831,-0.04452,0.59388,0.36716,-0.06507,0.59184,0.28313,-0.07576,0.58749,0.21568,-0.0795,0.54563,0.54162,-0.05685,0.51589,0.37566,-0.0742,0.49788,0.28189,-0.08217,0.47796,0.20835,-0.08485,0.49798,0.5698,-0.06345,0.47223,0.42931,-0.07817,0.45941,0.34368,-0.09089,0.44127,0.27801,-0.0992,0.46638,0.60286,-0.06606,0.48793,0.52051,-0.06908,0.51136,0.54064,-0.05814,0.5252,0.57113,-0.0496
